,mfmc,mfmc ams,mlmc,mlmc ams,acvmfu,acvmfu ams,acvmf,acvmf ams,acvmfmc,acvmfmc ams,acvkl,acvkl ams,gmfsr,gmfsr ams,gmfmr,gmfmr ams,acvis,acvis ams,gissr,gissr ams,gismr,gismr ams,wrdiff,wrdiff ams,grdsr,grdsr ams,grdmr,grdmr ams
2000,,8.78680905364406e-06,2.5556746381760092e-05,1.3265038973031786e-05,2.9574173994379575e-05,2.1689089874108598e-05,2.9574173994379575e-05,2.16890899134206e-05,1.1639223148357522e-05,8.786809036269288e-06,1.0004672344024298e-05,8.580834690023897e-06,1.1667897494083572e-05,8.580834664603245e-06,8.833969848597838e-06,8.528053512011939e-06,3.56857133504087e-05,2.16569738749098e-05,1.0260295828552669e-05,8.702929283016517e-06,1.0260295828552669e-05,8.702929283016517e-06,1.786971300614742e-05,8.954020310781034e-06,1.026029579443692e-05,8.702929283016517e-06,1.026029579443692e-05,8.702929283016517e-06
