,mfmc,mlmc,acvmfu,acvmf,acvmfmc,acvkl,gmfsr,gmfmr,acvis,gissr,gismr,wrdiff,grdsr,grdmr
2500,,3.4538622961574335e-05,3.351966206727489e-05,4.0642959960281996e-05,2.5393698749400808e-05,1.3122511840078178e-05,1.3237613846936513e-05,1.3027386996984339e-05,3.1293574456243154e-05,1.3357822793184215e-05,1.3357822793184215e-05,2.5294786241076296e-05,1.3305688670429716e-05,1.3305688670429716e-05
